,date,location,count,plate,sample,colour,image,coef,before event,after event,event,date_sample,label,medium,doy,week,d,year
353,2016-07-12,VNX,8.0,3,VNX3,pink,,100,False,False,True,"('2016-07-12', 'VNX3')",Coliform,EasyGel,194,28,2016-07-12,2016
354,2016-07-19,VNX,0.0,3,VNX3,pink,,100,False,True,False,"('2016-07-19', 'VNX3')",Coliform,EasyGel,201,29,2016-07-19,2016
355,2016-06-21,VNX,0.0,3,VNX3,pink,,100,True,False,False,"('2016-06-21', 'VNX3')",Coliform,EasyGel,173,25,2016-06-21,2016
356,2016-06-28,VNX,9.0,3,VNX3,pink,,100,True,False,False,"('2016-06-28', 'VNX3')",Coliform,EasyGel,180,26,2016-06-28,2016
357,2016-07-26,VNX,0.0,3,VNX3,pink,,100,False,True,False,"('2016-07-26', 'VNX3')",Coliform,EasyGel,208,30,2016-07-26,2016
358,2016-08-09,VNX,4.0,3,VNX3,pink,,100,False,True,False,"('2016-08-09', 'VNX3')",Coliform,EasyGel,222,32,2016-08-09,2016
359,2016-08-02,VNX,0.0,3,VNX3,pink,,100,False,True,False,"('2016-08-02', 'VNX3')",Coliform,EasyGel,215,31,2016-08-02,2016
360,2016-07-05,MRD,0.0,3,MRD3,turq,,100,False,False,True,"('2016-07-05', 'MRD3')",Other,EasyGel,187,27,2016-07-05,2016
361,2016-07-12,MRD,7.0,3,MRD3,turq,,100,False,False,True,"('2016-07-12', 'MRD3')",Other,EasyGel,194,28,2016-07-12,2016
362,2016-07-19,MRD,0.0,3,MRD3,turq,,100,False,True,False,"('2016-07-19', 'MRD3')",Other,EasyGel,201,29,2016-07-19,2016
363,2016-06-21,MRD,1.0,3,MRD3,turq,,100,True,False,False,"('2016-06-21', 'MRD3')",Other,EasyGel,173,25,2016-06-21,2016
364,2016-06-28,MRD,1.0,3,MRD3,turq,,100,True,False,False,"('2016-06-28', 'MRD3')",Other,EasyGel,180,26,2016-06-28,2016
365,2016-07-26,MRD,5.0,3,MRD3,turq,,100,False,True,False,"('2016-07-26', 'MRD3')",Other,EasyGel,208,30,2016-07-26,2016
366,2016-08-02,MRD,1.0,3,MRD3,turq,,100,False,True,False,"('2016-08-02', 'MRD3')",Other,EasyGel,215,31,2016-08-02,2016
367,2016-08-09,MRD,3.0,3,MRD3,turq,,100,False,True,False,"('2016-08-09', 'MRD3')",Other,EasyGel,222,32,2016-08-09,2016
368,2016-07-05,SVT,0.0,3,SVT3,turq,,100,False,False,True,"('2016-07-05', 'SVT3')",Other,EasyGel,187,27,2016-07-05,2016
369,2016-07-12,SVT,10.0,3,SVT3,turq,,100,False,False,True,"('2016-07-12', 'SVT3')",Other,EasyGel,194,28,2016-07-12,2016
370,2016-07-19,SVT,0.0,3,SVT3,turq,,100,False,True,False,"('2016-07-19', 'SVT3')",Other,EasyGel,201,29,2016-07-19,2016
371,2016-06-21,SVT,0.0,3,SVT3,turq,,100,True,False,False,"('2016-06-21', 'SVT3')",Other,EasyGel,173,25,2016-06-21,2016
372,2016-06-28,SVT,0.0,3,SVT3,turq,,100,True,False,False,"('2016-06-28', 'SVT3')",Other,EasyGel,180,26,2016-06-28,2016
373,2016-07-26,SVT,0.0,3,SVT3,turq,,100,False,True,False,"('2016-07-26', 'SVT3')",Other,EasyGel,208,30,2016-07-26,2016
374,2016-08-02,SVT,0.0,3,SVT3,turq,,100,False,True,False,"('2016-08-02', 'SVT3')",Other,EasyGel,215,31,2016-08-02,2016
375,2016-08-09,SVT,0.0,3,SVT3,turq,,100,False,True,False,"('2016-08-09', 'SVT3')",Other,EasyGel,222,32,2016-08-09,2016
376,2016-07-05,VNX,0.0,3,VNX3,turq,,100,False,False,True,"('2016-07-05', 'VNX3')",Other,EasyGel,187,27,2016-07-05,2016
377,2016-07-12,VNX,0.0,3,VNX3,turq,,100,False,False,True,"('2016-07-12', 'VNX3')",Other,EasyGel,194,28,2016-07-12,2016
378,2016-07-19,VNX,0.0,3,VNX3,turq,,100,False,True,False,"('2016-07-19', 'VNX3')",Other,EasyGel,201,29,2016-07-19,2016
379,2016-06-21,VNX,0.0,3,VNX3,turq,,100,True,False,False,"('2016-06-21', 'VNX3')",Other,EasyGel,173,25,2016-06-21,2016
380,2016-06-28,VNX,4.0,3,VNX3,turq,,100,True,False,False,"('2016-06-28', 'VNX3')",Other,EasyGel,180,26,2016-06-28,2016
381,2016-07-26,VNX,0.0,3,VNX3,turq,,100,False,True,False,"('2016-07-26', 'VNX3')",Other,EasyGel,208,30,2016-07-26,2016
382,2016-08-09,VNX,0.0,3,VNX3,turq,,100,False,True,False,"('2016-08-09', 'VNX3')",Other,EasyGel,222,32,2016-08-09,2016
383,2016-08-02,VNX,0.0,3,VNX3,turq,,100,False,True,False,"('2016-08-02', 'VNX3')",Other,EasyGel,215,31,2016-08-02,2016
